user_id,item_id,performance,value,portability,durability,overall_rating
1709,5211,5,5,4,5,5
1426,5057,3,5,4,3,4
1298,5324,3,4,3,5,4
1429,5298,4,4,4,5,4
293,5207,5,4,2,5,4
1149,5346,4,5,3,3,4
610,5228,5,5,3,3,4
605,5024,2,3,4,3,3
1137,5213,5,4,3,5,4
321,5223,5,4,2,4,4
780,5091,4,4,5,3,4
1928,5320,4,4,2,5,4
377,5247,4,4,1,3,3
554,5256,5,5,3,4,4
579,5497,4,2,2,5,3
1521,5200,5,4,3,4,4
363,5066,1,3,3,3,2
350,5389,4,4,4,3,4
1272,5244,5,5,3,4,4
1915,5317,4,5,3,5,4
1990,5081,4,5,5,5,5
219,5232,5,5,3,4,4
684,5283,5,4,1,4,4
1820,5285,4,5,2,4,4
386,5386,3,4,4,4,4
221,5196,5,5,2,5,4
1655,5011,5,4,4,5,4
1375,5099,3,4,5,3,4
366,5424,4,2,3,5,4
1811,5164,4,5,5,2,4
1789,5213,5,4,3,5,4
819,5180,5,3,5,4,4
716,5064,2,3,5,4,4
445,5128,4,4,5,3,4
994,5178,4,4,3,2,3
967,5123,2,3,5,3,3
626,5169,4,4,4,2,4
370,5366,2,4,2,3,3
1685,5152,4,4,4,3,4
1790,5295,5,5,3,3,4
1570,5141,4,4,5,4,4
1050,5283,5,3,2,4,4
731,5285,4,5,2,4,4
924,5478,4,3,3,5,4
234,5241,5,4,2,3,4
1693,5157,2,5,4,3,4
194,5334,5,4,4,4,4
366,5262,5,4,2,4,4
1664,5031,3,5,5,4,4
1493,5158,3,2,4,3,3
1066,5103,4,4,5,5,4
1173,5202,5,4,3,4,4
1878,5413,5,4,3,5,4
1050,5293,5,5,2,3,4
228,5266,4,4,2,3,3
455,5089,3,5,5,5,4
990,5062,1,3,3,2,2
994,5048,1,3,3,4,3
1757,5058,4,4,5,5,4
868,5389,4,5,4,3,4
1881,5064,2,4,5,4,4
1896,5262,5,5,2,5,4
1958,5109,5,3,5,5,4
261,5237,5,3,2,4,4
312,5493,5,3,3,5,4
224,5266,5,4,3,3,4
535,5001,3,4,5,4,4
1151,5092,3,4,5,3,4
1879,5233,5,5,2,4,4
1334,5445,5,2,3,5,4
1490,5417,5,5,2,5,4
1128,5204,5,5,3,3,4
1205,5276,5,5,3,4,4
1300,5129,2,4,4,3,3
893,5475,4,5,3,5,4
506,5274,4,4,1,3,3
1236,5178,4,4,3,2,3
632,5289,5,4,2,4,4
1903,5306,5,4,5,5,5
1105,5114,3,4,4,3,4
782,5344,4,5,4,3,4
1003,5230,5,5,2,3,4
1988,5182,2,5,5,4,4
1044,5336,3,4,5,4,4
1587,5049,1,3,2,2,2
1189,5225,5,5,3,3,4
563,5414,5,3,1,4,3
1126,5035,2,5,4,3,4
1370,5377,4,2,2,3,3
1140,5349,3,3,2,3,3
735,5191,3,3,5,3,4
1379,5295,5,5,3,2,4
355,5007,3,4,3,4,4
436,5035,3,5,4,3,4
126,5342,4,5,5,4,4
359,5489,5,3,3,3,4
1326,5293,5,5,2,3,4
190,5362,4,4,4,3,4
394,5494,3,3,3,4,3
1088,5372,3,4,3,4,4
579,5371,4,4,4,2,4
737,5378,2,3,3,2,2
58,5338,3,5,4,4,4
374,5195,5,5,3,4,4
575,5162,1,2,5,2,2
233,5283,5,4,2,5,4
1005,5293,5,4,1,3,3
1020,5073,3,5,5,3,4
1477,5221,5,4,2,3,4
79,5018,3,4,3,4,4
660,5089,3,5,5,4,4
438,5174,5,4,5,4,4
149,5308,5,4,4,4,4
356,5094,1,4,3,4,3
524,5257,5,5,2,4,4
18,5359,4,3,4,4,4
988,5249,5,5,2,4,4
1253,5250,5,5,2,2,4
424,5050,4,5,4,4,4
1719,5362,4,4,4,2,4
1179,5318,3,5,4,5,4
1088,5058,3,4,5,5,4
574,5100,1,5,5,3,4
841,5040,3,5,4,3,4
696,5285,5,5,2,4,4
714,5242,5,4,1,4,4
1671,5150,4,3,4,4,4
1671,5427,5,4,4,5,4
1703,5433,5,4,1,5,4
208,5265,5,4,2,3,4
659,5341,2,4,4,3,3
1333,5477,5,2,3,3,3
1743,5394,3,3,2,4,3
1161,5103,5,5,5,4,5
375,5408,5,3,1,5,4
257,5267,5,3,3,3,4
1137,5339,3,4,4,4,4
817,5418,5,4,5,5,5
1746,5424,5,3,3,5,4
1917,5249,5,4,2,4,4
1547,5041,1,3,3,2,2
1935,5114,3,4,5,2,4
1196,5046,2,2,4,1,2
1063,5215,5,4,1,3,3
1236,5392,4,3,3,2,3
535,5075,2,5,5,3,4
1288,5212,5,4,3,2,4
26,5021,2,4,4,3,3
47,5058,3,4,5,4,4
277,5217,5,5,2,4,4
1305,5034,2,5,5,3,4
356,5322,3,3,4,4,4
1218,5491,3,3,1,5,3
858,5273,5,5,3,4,4
1960,5497,4,2,2,5,3
23,5336,3,5,4,3,4
951,5035,2,5,5,4,4
1027,5185,4,3,4,3,4
942,5007,3,4,3,4,4
1259,5201,5,5,3,5,4
1117,5328,4,5,3,4,4
1343,5246,5,4,2,4,4
219,5195,5,5,3,5,4
934,5072,2,5,4,4,4
1968,5403,5,3,2,5,4
1322,5370,2,4,4,4,4
310,5430,5,4,2,5,4
473,5125,4,4,4,3,4
1850,5114,2,4,5,2,3
732,5108,5,4,5,4,4
618,5250,5,5,2,3,4
658,5031,4,5,4,4,4
901,5110,5,4,5,4,4
28,5354,4,4,3,4,4
865,5194,5,5,3,5,4
1014,5376,3,2,3,4,3
385,5110,4,4,5,4,4
1975,5214,5,5,4,5,5
1367,5273,4,5,2,3,4
1889,5389,4,4,3,4,4
808,5398,3,5,4,4,4
697,5088,3,3,5,3,4
949,5458,3,3,2,5,3
787,5166,3,4,5,3,4
1233,5397,2,4,3,4,3
500,5001,4,4,4,4,4
1853,5370,3,3,4,4,4
1589,5241,5,4,2,2,3
640,5205,5,5,2,5,4
1617,5254,5,5,1,2,3
1931,5492,5,3,3,4,4
624,5345,4,4,3,5,4
1036,5254,5,5,2,2,4
272,5238,5,5,3,4,4
1983,5166,3,4,5,2,4
128,5173,3,2,3,3,3
457,5145,4,4,5,5,4
1681,5394,4,4,3,4,4
385,5357,4,3,3,3,3
1961,5210,5,4,3,4,4
1700,5218,5,4,3,5,4
1140,5025,1,5,5,3,4
266,5217,5,5,3,4,4
302,5430,5,5,3,5,4
514,5234,5,4,1,2,3
892,5236,5,5,2,2,4
1818,5298,5,4,5,5,5
301,5448,4,3,2,4,3
803,5218,5,4,4,5,4
1205,5231,5,5,3,4,4
1279,5118,3,4,5,3,4
1530,5296,5,4,2,4,4
1588,5202,5,5,3,5,4
1465,5230,5,5,3,4,4
439,5086,2,4,5,2,3
1329,5393,3,5,3,3,4
1423,5266,5,3,2,3,3
552,5232,5,5,2,4,4
744,5210,5,4,2,3,4
1126,5105,4,4,5,4,4
1048,5047,1,5,4,4,4
1454,5053,2,5,3,3,3
1276,5499,5,4,2,4,4
1643,5178,5,4,3,3,4
1099,5405,5,5,2,5,4
1619,5155,4,3,5,4,4
1617,5460,4,2,2,4,3
1466,5093,3,4,5,3,4
1007,5101,4,5,5,3,4
548,5474,4,4,1,4,3
484,5092,3,5,5,3,4
950,5066,1,4,4,4,3
1641,5480,3,2,4,4,3
1066,5113,5,5,5,4,5
1005,5131,2,3,5,4,4
1361,5271,4,5,1,2,3
398,5273,4,5,2,3,4
1451,5329,5,4,4,5,4
412,5131,2,3,4,4,3
1864,5221,5,4,2,3,4
178,5313,4,5,4,4,4
920,5203,5,4,3,5,4
1238,5190,3,4,4,3,4
386,5054,3,5,5,2,4
1115,5393,2,4,2,3,3
456,5080,3,5,5,3,4
1236,5153,3,2,4,4,3
1429,5007,3,4,4,4,4
543,5186,3,5,4,5,4
1670,5355,3,5,2,3,3
1102,5054,3,5,5,3,4
251,5234,5,4,2,3,4
277,5230,5,5,2,4,4
1573,5112,4,3,5,5,4
1223,5099,3,5,5,4,4
213,5206,5,5,3,4,4
1000,5467,5,4,1,5,4
601,5428,5,4,3,5,4
755,5494,3,2,2,4,3
414,5036,2,5,5,4,4
1222,5059,3,5,5,4,4
630,5369,3,5,4,3,4
1115,5105,4,3,5,4,4
1163,5099,3,5,5,4,4
1802,5444,4,3,1,3,3
697,5146,4,5,5,5,5
1595,5229,5,5,3,3,4
437,5050,4,5,4,4,4
720,5307,5,5,5,4,5
1186,5250,5,5,2,3,4
353,5080,3,5,4,2,4
714,5463,4,4,3,5,4
854,5222,5,4,3,3,4
539,5438,5,4,1,5,4
358,5455,5,2,3,4,4
707,5418,5,3,4,5,4
605,5282,5,5,1,4,4
1559,5201,5,4,3,5,4
986,5198,5,5,3,5,4
294,5236,5,5,1,2,3
830,5139,2,4,5,3,4
1225,5101,4,4,5,4,4
1230,5317,5,5,4,4,4
1164,5319,3,4,5,5,4
223,5212,5,4,3,4,4
709,5208,5,5,2,5,4
1109,5233,5,5,3,4,4
1376,5391,4,4,4,4,4
1025,5326,4,5,4,5,4
1234,5353,4,5,3,4,4
1836,5094,2,5,5,5,4
1073,5348,4,4,3,3,4
1030,5498,4,2,2,4,3
945,5040,1,5,4,3,3
360,5263,4,4,1,3,3
969,5289,5,5,2,3,4
143,5358,5,4,3,2,4
497,5122,3,3,5,3,4
1000,5359,3,2,3,3,3
1028,5123,2,3,5,3,3
1578,5466,3,3,2,4,3
400,5142,4,5,5,5,5
148,5148,3,3,5,3,4
607,5349,4,4,3,4,4
1455,5139,4,4,5,4,4
1370,5129,3,5,5,3,4
470,5061,3,5,4,3,4
96,5377,5,3,3,4,4
510,5367,4,3,4,3,4
391,5211,5,5,2,3,4
743,5240,5,4,1,2,3
1721,5386,4,4,4,5,4
910,5420,5,5,2,5,4
977,5217,5,5,2,4,4
848,5247,5,5,2,3,4
684,5491,3,3,1,5,3
1698,5189,3,3,5,3,4
1255,5299,5,4,4,5,4
351,5353,3,4,2,3,3
446,5188,2,3,5,5,4
749,5285,4,5,2,4,4
369,5388,2,4,3,2,3
373,5449,2,5,1,5,3
364,5021,2,3,4,4,3
524,5148,4,3,5,3,4
467,5063,4,5,5,4,4
820,5069,3,4,4,4,4
760,5077,3,5,5,4,4
352,5010,3,5,4,5,4
357,5474,3,2,1,4,2
898,5228,5,5,3,4,4
573,5352,4,4,4,3,4
1165,5143,3,4,5,4,4
1158,5291,5,5,3,4,4
1649,5095,4,4,5,2,4
380,5342,3,4,4,3,4
117,5302,5,4,5,5,5
380,5103,5,4,5,5,5
1334,5440,5,5,1,5,4
1495,5227,5,5,3,4,4
577,5487,5,5,3,4,4
192,5158,2,2,4,3,3
1188,5444,3,2,1,4,2
798,5127,3,3,5,3,4
540,5256,5,5,3,4,4
260,5267,5,4,3,3,4
356,5082,1,3,4,4,3
1844,5136,3,3,5,3,4
563,5349,3,4,4,4,4
1172,5085,2,5,5,3,4
1029,5364,2,4,3,4,3
1334,5172,4,4,4,4,4
1300,5227,5,5,2,3,4
1884,5048,1,5,4,5,4
1142,5340,3,5,5,3,4
1678,5185,3,3,4,2,3
1361,5189,2,3,4,3,3
1712,5233,5,5,3,4,4
767,5038,3,5,4,4,4
460,5106,5,3,5,4,4
1706,5472,3,3,3,5,4
566,5280,5,4,2,5,4
1336,5084,2,3,5,3,3
466,5034,3,5,4,3,4
1541,5200,5,5,2,5,4
311,5200,5,5,3,4,4
1790,5273,5,5,3,4,4
234,5223,5,5,3,4,4
724,5373,3,3,3,4,3
73,5338,3,4,4,4,4
1080,5196,5,4,4,5,4
507,5113,4,4,4,3,4
1414,5042,1,3,3,4,3
1680,5489,5,4,3,4,4
1028,5202,5,5,3,5,4
1301,5401,3,4,3,4,4
531,5108,5,4,5,5,5
1180,5359,4,3,4,4,4
175,5171,2,4,3,4,3
1028,5354,4,3,3,4,4
1850,5021,2,4,4,5,4
1296,5335,4,5,5,5,5
1336,5377,4,2,2,2,2
1884,5114,2,5,5,2,4
1680,5468,4,3,3,3,3
1692,5184,3,3,3,4,3
1205,5209,5,4,2,5,4
559,5051,2,5,3,4,4
45,5360,4,4,3,3,4
1105,5430,5,4,2,5,4
1616,5344,3,4,5,3,4
641,5208,5,4,2,5,4
663,5081,4,5,5,4,4
363,5401,2,4,2,5,3
1620,5423,5,5,4,5,5
360,5325,3,5,3,5,4
1848,5291,5,5,2,4,4
1209,5204,5,5,3,3,4
423,5188,3,4,5,4,4
631,5048,1,5,5,4,4
778,5175,3,4,5,4,4
1073,5217,5,5,1,4,4
254,5214,5,5,3,5,4
529,5437,5,4,1,5,4
1755,5041,2,4,5,3,4
38,5086,3,4,5,3,4
931,5222,5,4,3,3,4
356,5234,5,5,1,2,3
216,5254,5,5,1,3,4
955,5390,2,4,4,3,3
757,5008,4,4,5,3,4
351,5373,2,2,2,3,2
370,5396,2,4,3,4,3
392,5284,5,4,1,4,4
700,5487,4,4,2,3,3
80,5074,3,5,4,2,4
411,5091,4,4,5,2,4
307,5410,5,5,3,5,4
1096,5217,5,5,2,4,4
704,5097,2,5,5,2,4
182,5399,3,3,3,3,3
1840,5348,4,4,3,3,4
117,5169,4,4,4,3,4
122,5177,3,3,5,3,4
713,5188,2,4,5,4,4
1212,5090,2,5,5,4,4
1625,5232,5,5,3,3,4
276,5279,5,5,2,5,4
1111,5431,5,4,2,5,4
931,5324,4,5,4,4,4
962,5077,2,5,5,4,4
1005,5185,3,2,4,3,3
1823,5055,1,4,4,5,4
1315,5192,4,4,5,3,4
1992,5463,4,4,3,5,4
5,5018,3,5,4,5,4
1174,5215,5,5,2,3,4
1299,5027,1,4,3,3,3
919,5043,2,5,3,3,3
1138,5324,4,4,3,5,4
349,5220,5,5,2,3,4
1141,5060,4,5,4,3,4
1341,5184,3,4,3,4,4
1535,5496,3,5,2,4,4
915,5370,3,3,4,4,4
1177,5246,5,3,2,3,3
617,5382,4,4,3,2,3
1605,5384,2,2,2,4,2
1913,5135,4,5,4,4,4
1744,5161,3,5,4,4,4
822,5138,4,4,5,4,4
855,5202,5,5,3,5,4
1456,5041,2,3,4,3,3
384,5323,5,3,2,2,3
1004,5266,5,4,2,3,4
1127,5004,3,4,4,4,4
1458,5281,5,5,2,3,4
1383,5293,5,5,1,3,4
561,5242,5,5,1,4,4
302,5466,4,3,3,4,4
734,5131,2,2,4,4,3
1993,5486,5,4,3,4,4
1211,5207,5,5,2,5,4
558,5396,4,5,4,5,4
773,5247,5,5,2,4,4
676,5251,5,5,1,5,4
1533,5126,3,4,3,4,4
1028,5207,5,5,1,4,4
443,5142,3,5,5,5,4
470,5145,3,5,5,5,4
315,5210,5,3,1,3,3
759,5238,5,5,3,4,4
1295,5146,3,4,5,4,4
1288,5417,4,4,1,5,4
1800,5325,3,5,4,5,4
1428,5221,5,5,3,4,4
554,5043,2,5,2,2,3
354,5198,5,4,3,5,4
1703,5151,3,4,3,2,3
610,5265,5,4,2,4,4
1489,5327,5,3,3,3,4
567,5156,2,3,5,1,3
540,5281,5,5,2,2,4
542,5311,4,3,4,5,4
1456,5136,4,3,5,3,4
1234,5004,4,5,4,4,4
1934,5298,5,4,5,5,5
1532,5286,5,3,2,3,3
204,5214,5,5,3,5,4
984,5050,4,5,4,4,4
1861,5186,3,5,3,4,4
1901,5036,3,5,5,3,4
1982,5293,5,5,1,4,4
299,5221,5,4,2,3,4
367,5392,5,2,3,2,3
512,5495,5,4,3,5,4
418,5174,4,5,5,4,4
1856,5268,5,5,3,3,4
1048,5198,5,4,3,3,4
1531,5077,2,5,5,4,4
1073,5248,5,5,2,3,4
1663,5003,3,5,5,5,4
542,5290,4,3,1,3,3
676,5237,5,3,1,4,3
1964,5441,5,4,1,5,4
1508,5396,3,4,3,4,4
579,5253,5,5,1,3,4
647,5214,5,5,3,5,4
225,5217,5,5,2,4,4
65,5077,2,5,5,4,4
648,5223,5,5,2,4,4
1378,5420,5,5,3,5,4
267,5256,5,5,3,4,4
1675,5344,3,4,4,3,4
591,5480,4,3,3,4,4
765,5039,3,5,5,3,4
1572,5217,5,5,2,4,4
1956,5370,3,2,3,4,3
1370,5223,5,5,2,4,4
510,5328,4,5,4,3,4
1299,5020,3,3,3,3,3
1278,5128,4,4,5,3,4
975,5307,5,5,4,3,4
473,5116,4,3,4,3,4
1783,5426,5,4,3,3,4
1997,5420,5,5,2,5,4
884,5392,5,3,4,2,4
321,5460,4,2,3,4,3
1328,5180,4,2,5,3,4
138,5337,4,4,4,4,4
1446,5011,4,5,4,4,4
1169,5284,5,5,2,3,4
700,5347,3,3,4,5,4
1241,5366,3,5,3,3,4
160,5352,5,3,4,3,4
1799,5335,4,4,4,3,4
1134,5090,2,5,5,4,4
1540,5082,1,4,5,4,4
555,5383,4,4,4,3,4
1753,5475,3,4,4,5,4
1581,5122,3,4,5,2,4
1385,5315,3,4,4,4,4
1069,5260,5,5,1,4,4
147,5176,2,2,4,4,3
923,5067,4,5,5,3,4
1341,5440,5,4,1,5,4
1162,5006,3,5,5,4,4
1655,5058,3,4,4,5,4
563,5201,5,4,2,5,4
241,5235,5,4,1,4,4
1757,5117,4,2,4,4,4
74,5023,2,4,3,4,3
1920,5367,4,2,3,3,3
359,5263,4,4,1,2,3
729,5083,3,5,5,3,4
932,5477,5,3,3,4,4
484,5140,4,5,5,4,4
1594,5239,5,5,1,5,4
1946,5102,3,4,4,4,4
409,5031,3,5,5,4,4
791,5375,3,4,3,4,4
295,5203,5,5,4,5,5
794,5130,3,5,5,4,4
381,5373,2,3,3,4,3
497,5054,3,5,5,2,4
394,5065,2,5,5,1,3
1275,5032,2,5,5,3,4
1289,5476,5,3,2,5,4
365,5474,3,2,2,3,2
491,5032,3,5,4,4,4
1362,5112,4,3,5,4,4
462,5064,2,4,5,4,4
1127,5081,4,5,5,5,5
1394,5178,3,5,3,2,3
554,5201,5,4,3,5,4
723,5152,5,4,4,4,4
801,5076,1,5,4,4,4
322,5194,5,5,3,5,4
700,5291,5,4,2,4,4
1642,5115,4,3,4,3,4
248,5242,5,5,2,4,4
248,5216,5,5,3,5,4
1259,5194,5,5,3,5,4
1559,5467,5,4,1,5,4
1428,5277,5,4,3,4,4
314,5195,5,5,3,5,4
410,5087,3,5,5,3,4
1502,5052,3,5,4,5,4
1251,5184,4,4,4,4,4
834,5035,3,5,5,4,4
1147,5250,5,5,2,3,4
375,5065,2,5,5,2,4
1638,5071,3,5,5,5,4
1945,5253,5,5,2,4,4
1187,5184,3,4,4,4,4
670,5310,4,5,4,3,4
562,5284,5,4,2,4,4
1895,5362,4,4,4,3,4
1142,5345,4,4,3,4,4
1021,5390,2,4,4,3,3
203,5239,5,4,1,4,4
581,5237,5,4,2,4,4
866,5095,3,4,4,2,3
1547,5490,3,3,3,5,4
315,5480,4,3,3,3,3
1274,5383,4,4,4,4,4
381,5157,2,4,4,4,4
908,5382,4,5,4,3,4
585,5357,4,4,3,4,4
160,5155,4,2,5,4,4
715,5208,5,3,1,4,3
415,5044,3,4,4,4,4
1141,5074,3,5,5,2,4
945,5396,2,4,4,4,4
0,5072,2,5,4,4,4
1004,5248,5,5,2,4,4
1273,5116,4,3,4,3,4
896,5100,1,5,5,3,4
1706,5442,4,4,2,4,4
984,5014,1,5,3,2,3
994,5351,3,2,2,3,2
1798,5294,4,5,2,3,4
227,5274,5,4,2,4,4
1883,5081,3,5,4,5,4
524,5077,3,5,5,5,4
1202,5350,5,4,4,3,4
1328,5099,3,4,5,4,4
927,5152,4,4,4,4,4
1140,5410,5,4,1,5,4
1552,5401,3,5,3,4,4
398,5039,2,5,4,2,3
1017,5304,4,3,4,5,4
1017,5268,5,5,3,3,4
617,5316,2,4,4,3,3
998,5150,4,3,4,4,4
465,5171,3,5,4,5,4
1872,5196,5,5,3,5,4
1928,5068,1,5,4,4,4
734,5181,3,4,4,5,4
1798,5243,5,2,3,2,3
1001,5077,2,5,5,4,4
188,5183,2,5,2,3,3
1031,5132,2,3,4,4,3
62,5079,3,5,5,5,4
381,5327,3,2,3,3,3
856,5085,2,5,4,2,3
1693,5076,2,4,3,3,3
1823,5073,2,5,4,2,3
694,5384,3,3,3,5,4
1573,5103,5,4,5,5,5
1799,5314,5,4,3,5,4
1489,5179,3,2,3,4,3
961,5086,3,3,5,3,4
310,5208,5,4,2,5,4
16,5352,4,4,4,3,4
41,5365,4,4,3,3,4
1220,5233,5,5,3,4,4
1614,5046,4,4,5,2,4
857,5180,3,2,5,4,4
1526,5160,3,3,5,4,4
379,5020,3,3,3,2,3
342,5451,5,4,4,5,4
438,5104,4,4,5,4,4
844,5456,5,3,2,4,4
364,5002,3,4,3,4,4
558,5345,4,4,3,4,4
1005,5428,5,2,1,4,3
361,5104,5,4,5,4,4
586,5313,3,5,3,2,3
1778,5088,4,4,4,2,4
496,5144,4,5,5,4,4
916,5093,3,4,4,4,4
1495,5267,5,4,3,3,4
1013,5370,3,3,4,4,4
1995,5456,4,2,1,4,3
358,5147,3,3,4,4,4
952,5178,3,4,3,2,3
1987,5253,5,5,1,3,4
360,5346,4,4,3,2,3
1783,5454,4,3,1,5,3
1867,5069,3,5,5,3,4
1414,5043,2,5,4,3,4
1983,5179,5,3,4,4,4
1005,5112,4,3,5,4,4
140,5145,4,4,5,4,4
1920,5215,5,5,1,3,4
500,5238,5,5,2,4,4
867,5448,4,4,1,4,3
277,5271,4,5,2,3,4
790,5075,2,4,5,3,4
1392,5190,3,5,4,3,4
77,5088,4,4,4,3,4
1131,5033,2,5,5,4,4
53,5035,3,5,5,4,4
1867,5399,2,4,4,3,3
1429,5102,3,4,4,3,4
700,5466,3,2,3,5,3
1809,5041,2,4,4,3,3
1383,5254,5,5,2,2,4
203,5208,5,4,1,5,4
1818,5350,3,3,3,2,3
800,5279,5,5,1,5,4
328,5480,4,3,3,4,4
1491,5035,1,5,4,3,3
1621,5011,4,4,3,4,4
1224,5051,2,5,4,4,4
1611,5263,5,4,1,2,3
1924,5347,2,2,4,5,3
902,5079,2,4,4,5,4
1126,5410,5,4,2,5,4
988,5242,5,5,2,4,4
1830,5052,3,4,4,4,4
1138,5326,3,4,3,5,4
1485,5130,3,4,4,2,3
283,5237,5,3,2,4,4
1157,5186,3,5,4,5,4
498,5092,4,5,4,4,4
1222,5004,4,4,4,4,4
1279,5052,4,5,5,4,4
394,5283,5,3,1,4,3
1828,5176,2,3,3,4,3
1380,5279,5,5,1,4,4
75,5068,2,5,5,5,4
1633,5230,5,5,2,3,4
1085,5443,4,4,1,5,4
1915,5309,5,4,4,3,4
655,5414,5,4,3,5,4
1758,5215,5,5,3,3,4
887,5042,2,3,4,4,3
398,5371,4,4,3,2,3
362,5160,3,2,5,3,3
379,5011,3,4,4,4,4
1998,5311,5,3,4,5,4
77,5371,5,5,3,4,4
1287,5170,3,3,5,3,4
1589,5280,5,4,2,4,4
857,5201,5,4,4,5,4
619,5194,5,4,2,5,4
1756,5336,3,4,3,3,3
616,5281,5,5,1,2,3
1300,5278,4,4,1,4,3
542,5070,3,4,3,3,3
371,5187,3,1,4,3,3
1368,5349,3,3,4,4,4
1105,5143,3,4,5,4,4
586,5135,4,4,4,4,4
1381,5420,5,5,3,5,4
1547,5499,4,3,1,3,3
812,5144,3,4,4,4,4
1401,5306,5,4,5,5,5
394,5131,2,2,4,4,3
427,5188,2,4,5,4,4
605,5381,2,3,3,4,3
1367,5434,5,4,1,5,4
374,5192,3,3,5,2,3
444,5164,3,5,5,2,4
32,5100,2,5,5,3,4
1738,5379,3,2,4,4,3
443,5161,3,5,5,4,4
1280,5139,3,4,5,4,4
1568,5356,5,5,2,3,4
1214,5223,5,4,1,4,4
1483,5202,5,5,4,5,5
1440,5323,5,3,4,4,4
143,5364,3,5,4,3,4
915,5332,3,5,4,3,4
1212,5104,5,4,5,4,4
1841,5155,3,3,5,4,4
1298,5244,5,5,2,5,4
629,5236,5,5,1,3,4
1223,5175,3,5,5,4,4
169,5141,4,4,5,4,4
788,5233,5,5,3,3,4
1317,5213,5,4,4,4,4
817,5407,5,5,3,5,4
1504,5456,4,3,2,3,3
1872,5269,5,5,2,3,4
385,5141,4,4,5,4,4
1581,5085,2,5,4,3,4
1989,5294,4,5,3,4,4
1398,5393,2,5,2,3,3
1909,5390,3,5,4,4,4
604,5307,5,4,4,2,4
1641,5267,5,3,3,2,3
1614,5132,3,3,4,3,3
1260,5471,5,3,4,5,4
1040,5085,2,5,5,3,4
1290,5375,3,4,3,5,4
372,5217,5,4,1,3,3
69,5395,4,3,4,5,4
909,5062,2,3,4,3,3
1586,5052,3,4,4,5,4
1972,5369,3,4,3,3,3
639,5013,2,5,4,3,4
1328,5050,4,5,4,4,4
563,5277,5,3,3,3,4
51,5391,4,4,4,4,4
584,5379,3,3,4,4,4
1734,5144,3,5,5,4,4
418,5181,2,5,4,5,4
1612,5452,4,2,2,3,3
1131,5124,5,4,5,2,4
1410,5245,5,5,2,4,4
1434,5018,3,5,3,4,4
414,5164,4,5,5,3,4
1776,5040,2,5,5,4,4
1288,5153,4,3,3,4,4
389,5036,2,5,4,3,4
927,5100,1,5,4,3,3
1359,5244,5,5,3,5,4
1410,5384,2,2,2,4,2
1036,5215,5,5,2,3,4
1605,5028,2,3,5,4,4
1359,5296,5,5,2,4,4
1151,5151,4,4,3,2,3
1890,5133,4,3,5,4,4
1997,5499,5,4,2,3,4
89,5005,3,4,4,4,4
1027,5105,4,4,5,4,4
1516,5472,4,2,3,5,4
343,5215,5,4,2,3,4
102,5156,2,3,5,2,3
1530,5210,5,4,2,4,4
950,5049,2,4,3,3,3
1602,5079,3,5,5,4,4
749,5214,5,5,3,5,4
886,5238,5,5,3,4,4
36,5081,3,5,5,4,4
330,5462,5,4,3,4,4
1573,5152,4,4,4,3,4
1528,5058,2,3,4,3,3
341,5499,4,3,2,4,3
1166,5098,3,5,4,2,4
605,5166,2,4,5,2,3
374,5273,4,4,2,3,3
1270,5152,4,3,4,3,4
1641,5399,2,3,3,3,3
1677,5175,3,4,5,4,4
380,5057,2,4,2,2,2
820,5092,4,5,4,3,4
938,5334,5,4,4,4,4
1260,5137,3,4,4,4,4
1171,5206,5,5,3,4,4
1374,5393,2,3,2,2,2
617,5114,2,4,4,2,3
1209,5291,5,4,3,4,4
1385,5301,5,4,5,5,5
1404,5169,4,5,5,2,4
229,5232,5,5,2,3,4
369,5016,2,4,3,2,3
201,5244,5,5,3,4,4
397,5103,5,4,5,5,5
355,5425,5,3,2,4,4
348,5437,5,4,2,5,4
1673,5347,3,3,4,4,4
108,5307,5,5,4,3,4
1296,5008,3,3,4,4,4
880,5265,5,4,2,3,4
1518,5044,4,5,4,5,4
1547,5179,4,2,3,4,3
1967,5184,4,3,4,4,4
1901,5088,4,4,5,3,4
529,5431,4,4,2,5,4
817,5456,4,3,1,4,3
1108,5348,4,3,3,3,3
1504,5210,5,4,2,3,4
704,5388,3,5,4,3,4
206,5249,5,4,1,4,4
854,5236,5,5,2,3,4
531,5053,2,5,4,4,4
857,5426,5,4,3,3,4
193,5161,4,5,5,4,4
1613,5160,4,4,5,4,4
1050,5236,5,5,2,3,4
932,5218,5,4,3,5,4
1527,5170,2,3,4,3,3
391,5098,3,5,3,2,3
287,5222,5,5,3,4,4
1572,5248,5,5,4,4,4
1082,5362,4,3,3,3,3
1439,5016,1,4,3,3,3
506,5194,5,4,2,4,4
1138,5168,4,5,3,2,4
890,5424,5,3,3,5,4
99,5057,3,5,4,4,4
552,5084,1,3,4,3,3
970,5231,5,5,3,5,4
280,5235,5,4,2,3,4
1850,5230,5,5,3,3,4
357,5247,4,4,1,3,3
1455,5132,3,4,4,4,4
1715,5262,5,5,2,4,4
1314,5060,4,4,5,3,4
730,5361,5,4,4,5,4
1260,5365,4,4,2,2,3
1899,5327,4,3,4,3,4
287,5241,5,4,1,2,3
1630,5038,3,5,4,3,4
1341,5090,1,4,5,3,3
1177,5284,5,4,2,4,4
1852,5346,4,5,2,3,4
